Data,Hora,Leitura
2026-05-13,08:53:33,+  629.19
2026-05-13,08:53:38,+  629.20
2026-05-13,08:53:46,+    0.00
2026-05-13,08:53:51,-    0.01
2026-05-13,08:54:00,-    0.40
2026-05-13,08:54:05,-    0.34
2026-05-13,08:54:10,-    0.31
2026-05-13,08:54:15,-    0.30
2026-05-13,08:54:20,-    0.29
2026-05-13,08:54:25,-    0.27
2026-05-13,08:54:30,-    0.26
2026-05-13,08:54:35,-    0.25
2026-05-13,08:54:40,-    0.24
2026-05-13,08:54:45,-    0.23
2026-05-13,08:54:50,-    0.23
2026-05-13,08:54:55,-    0.21
2026-05-13,08:55:00,-    0.20
2026-05-13,08:55:05,-    0.19
2026-05-13,08:55:10,-    0.18
2026-05-13,08:55:15,-    0.32
2026-05-13,08:55:20,+    0.32
2026-05-13,08:55:25,+   44.22
2026-05-13,08:55:30,+   67.78
2026-05-13,08:55:35,+   75.87
2026-05-13,08:55:40,+   77.31
2026-05-13,08:55:45,+   78.93
2026-05-13,08:55:50,+  114.14
2026-05-13,08:55:55,+  172.66
2026-05-13,08:56:00,+  231.55
2026-05-13,08:56:05,+  290.64
2026-05-13,08:56:10,+  347.89
2026-05-13,08:56:15,+  407.33
2026-05-13,08:56:20,+  466.46
2026-05-13,08:56:25,+  525.49
2026-05-13,08:56:30,+  585.60
2026-05-13,08:56:35,+  643.47
2026-05-13,08:56:40,+  703.64
2026-05-13,08:56:45,+  763.93
2026-05-13,08:56:50,+  824.00
2026-05-13,08:56:55,+  881.91
2026-05-13,08:57:00,+  942.32
2026-05-13,08:57:05,+ 1002.65
2026-05-13,08:57:10,+ 1063.16
2026-05-13,08:57:15,+ 1123.47
2026-05-13,08:57:20,+ 1181.74
2026-05-13,08:57:25,+ 1242.20
2026-05-13,08:57:30,+ 1302.59
2026-05-13,08:57:35,+ 1362.97
2026-05-13,08:57:40,+ 1421.07
2026-05-13,08:57:45,+ 1479.27
2026-05-13,08:57:50,+ 1539.17
2026-05-13,08:57:55,+ 1599.59
2026-05-13,08:58:00,+ 1657.68
2026-05-13,08:58:05,+ 1718.06
2026-05-13,08:58:10,+ 1778.48
2026-05-13,08:58:15,+ 1838.73
2026-05-13,08:58:20,+ 1899.13
2026-05-13,08:58:25,+ 1957.31
2026-05-13,08:58:30,+ 2009.22
2026-05-13,08:58:35,+ 2031.25
2026-05-13,08:58:40,+ 2040.02
2026-05-13,08:58:45,+ 2040.18
2026-05-13,08:58:50,+ 2040.20
2026-05-13,08:58:55,+ 2040.19
2026-05-13,08:59:00,+ 2040.18
2026-05-13,08:59:05,+ 2040.17
2026-05-13,08:59:10,+ 2040.16
