Data,Hora,Leitura
2026-05-13,09:01:55,+    0.01
2026-05-13,09:02:00,+    0.02
2026-05-13,09:02:05,+    0.05
2026-05-13,09:02:10,+    0.09
2026-05-13,09:02:15,+    0.11
2026-05-13,09:02:20,+    0.14
2026-05-13,09:02:25,+    0.16
2026-05-13,09:02:30,+    0.16
2026-05-13,09:02:35,+    0.18
2026-05-13,09:02:40,+    0.19
2026-05-13,09:02:45,-   10.71
2026-05-13,09:02:50,-    9.15
2026-05-13,09:02:55,-    8.76
2026-05-13,09:03:00,-    8.62
2026-05-13,09:03:05,-    8.50
2026-05-13,09:03:10,-    8.43
2026-05-13,09:03:15,-    8.38
2026-05-13,09:03:20,-    8.34
2026-05-13,09:03:25,-    8.31
2026-05-13,09:03:30,+    0.03
2026-05-13,09:03:35,+    0.04
2026-05-13,09:03:40,+    1.16
2026-05-13,09:03:45,+   53.97
2026-05-13,09:03:50,+  123.49
2026-05-13,09:03:55,+  194.12
2026-05-13,09:04:00,+  266.01
2026-05-13,09:04:05,+  337.92
2026-05-13,09:04:10,+  410.74
2026-05-13,09:04:15,+  480.91
2026-05-13,09:04:20,+  553.69
2026-05-13,09:04:25,+  626.53
2026-05-13,09:04:30,+  699.32
2026-05-13,09:04:35,+  769.44
2026-05-13,09:04:40,+  842.40
2026-05-13,09:04:45,+  915.17
2026-05-13,09:04:50,+  988.06
2026-05-13,09:04:55,+ 1058.23
2026-05-13,09:05:00,+ 1131.06
2026-05-13,09:05:05,+ 1203.83
2026-05-13,09:05:10,+ 1276.61
2026-05-13,09:05:15,+ 1349.30
2026-05-13,09:05:20,+ 1419.31
2026-05-13,09:05:25,+ 1492.14
2026-05-13,09:05:30,+ 1564.92
2026-05-13,09:05:35,+ 1637.75
2026-05-13,09:05:40,+ 1707.95
2026-05-13,09:05:45,+ 1780.77
2026-05-13,09:05:50,+ 1853.45
2026-05-13,09:05:55,+ 1926.29
2026-05-13,09:06:00,+ 1991.04
2026-05-13,09:06:05,+ 2022.59
2026-05-13,09:06:10,+ 2024.97
2026-05-13,09:06:15,+ 2025.11
2026-05-13,09:06:20,+ 2025.15
2026-05-13,09:06:25,+ 2025.18
2026-05-13,09:06:30,+ 2025.20
2026-05-13,09:06:35,+ 2025.23
2026-05-13,09:06:40,+ 2025.25
2026-05-13,09:06:45,+ 2025.26
2026-05-13,09:06:50,+ 2025.28
2026-05-13,09:06:55,+ 2025.29
2026-05-13,09:07:00,+ 2025.30
2026-05-13,09:07:05,+ 2025.30
2026-05-13,09:07:10,+ 2025.31
