Data,Hora,Leitura
2026-05-13,10:03:16,+    0.04
2026-05-13,10:03:22,+    0.06
2026-05-13,10:03:27,+    0.08
2026-05-13,10:03:32,+    0.10
2026-05-13,10:03:36,+    0.11
2026-05-13,10:03:42,+    0.11
2026-05-13,10:03:47,+    0.12
2026-05-13,10:03:52,+    0.13
2026-05-13,10:03:56,+   34.65
2026-05-13,10:04:01,+  118.19
2026-05-13,10:04:07,+  203.35
2026-05-13,10:04:12,+  288.35
2026-05-13,10:04:17,+  370.07
2026-05-13,10:04:22,+  454.95
2026-05-13,10:04:27,+  539.92
2026-05-13,10:04:32,+  624.74
2026-05-13,10:04:37,+  709.54
2026-05-13,10:04:41,+  791.27
2026-05-13,10:04:46,+  876.16
2026-05-13,10:04:52,+  961.01
2026-05-13,10:04:57,+ 1045.75
2026-05-13,10:05:01,+ 1127.44
2026-05-13,10:05:06,+ 1212.23
2026-05-13,10:05:12,+ 1296.83
2026-05-13,10:05:17,+ 1381.55
2026-05-13,10:05:22,+ 1466.23
2026-05-13,10:05:26,+ 1547.71
2026-05-13,10:05:31,+ 1632.31
2026-05-13,10:05:37,+ 1716.94
2026-05-13,10:05:42,+ 1801.49
2026-05-13,10:05:47,+ 1882.87
2026-05-13,10:05:52,+ 1967.45
2026-05-13,10:05:57,+ 2051.90
2026-05-13,10:06:02,+ 2096.37
2026-05-13,10:06:06,+ 2110.28
2026-05-13,10:06:11,+ 2110.34
2026-05-13,10:06:17,+ 2110.36
2026-05-13,10:06:22,+ 2110.37
