Data,Hora,Leitura
2026-06-26,15:55:00,+   48.13
2026-06-26,15:55:05,+   48.13
2026-06-26,15:55:10,+   48.13
2026-06-26,15:55:15,+   48.14
2026-06-26,15:55:20,+   48.20
2026-06-26,15:55:25,+   48.20
2026-06-26,15:55:30,+   48.24
2026-06-26,15:55:35,+   48.33
2026-06-26,15:55:40,+   48.36
2026-06-26,15:55:45,+   48.39
2026-06-26,15:55:50,+   48.41
2026-06-26,15:55:55,+   48.50
2026-06-26,15:56:00,+   48.55
2026-06-26,15:56:05,+   48.54
2026-06-26,15:56:10,+   48.56
2026-06-26,15:56:15,+   48.59
2026-06-26,15:56:20,+   48.62
2026-06-26,15:56:25,+   48.71
2026-06-26,15:56:30,+   48.73
2026-06-26,15:56:35,+   48.83
2026-06-26,15:56:40,+   48.86
2026-06-26,15:56:45,+   48.96
2026-06-26,15:56:50,+   49.00
2026-06-26,15:56:55,+   49.02
2026-06-26,15:57:00,+   49.03
2026-06-26,15:57:05,+   49.06
2026-06-26,15:57:10,+   49.16
2026-06-26,15:57:15,+   49.17
2026-06-26,15:57:20,+   49.26
2026-06-26,15:57:25,+   49.34
2026-06-26,15:57:30,+   49.40
2026-06-26,15:57:35,+   49.46
2026-06-26,15:57:40,+   49.55
2026-06-26,15:57:45,+   49.63
2026-06-26,15:57:50,+   49.67
2026-06-26,15:57:55,+   49.68
2026-06-26,15:58:00,+   49.78
2026-06-26,15:58:05,+   49.84
2026-06-26,15:58:10,+   49.95
2026-06-26,15:58:15,+   50.01
2026-06-26,15:58:20,+   50.12
2026-06-26,15:58:25,+   50.16
2026-06-26,15:58:30,+   50.19
2026-06-26,15:58:35,+   50.31
2026-06-26,15:58:40,+   50.41
2026-06-26,15:58:45,+   50.48
2026-06-26,15:58:50,+   50.58
2026-06-26,15:58:55,+   50.63
2026-06-26,15:59:00,+   50.74
2026-06-26,15:59:05,+   50.83
2026-06-26,15:59:10,+   50.90
2026-06-26,15:59:15,+   51.04
2026-06-26,15:59:20,+   51.10
2026-06-26,15:59:25,+   51.16
2026-06-26,15:59:30,+   51.26
2026-06-26,15:59:35,+   51.35
2026-06-26,15:59:40,+   51.42
2026-06-26,15:59:45,+   51.47
2026-06-26,15:59:50,+   51.58
2026-06-26,15:59:55,+   51.64
2026-06-26,16:00:00,+   51.74
2026-06-26,16:00:05,+   51.86
2026-06-26,16:00:10,+   51.96
2026-06-26,16:00:15,+   51.99
2026-06-26,16:00:20,+   52.05
2026-06-26,16:00:25,+   52.17
2026-06-26,16:00:30,+   52.29
2026-06-26,16:00:35,+   52.32
2026-06-26,16:00:40,+   52.40
2026-06-26,16:00:45,+   52.51
2026-06-26,16:00:50,+   52.64
2026-06-26,16:00:55,+   52.74
2026-06-26,16:01:00,+   52.87
2026-06-26,16:01:05,+   52.91
2026-06-26,16:01:10,+   52.99
2026-06-26,16:01:15,+   53.09
2026-06-26,16:01:20,+   53.22
2026-06-26,16:01:25,+   53.32
2026-06-26,16:01:30,+   53.44
2026-06-26,16:01:35,+   53.54
2026-06-26,16:01:40,+   53.60
2026-06-26,16:01:45,+   53.69
2026-06-26,16:01:50,+   53.76
2026-06-26,16:01:55,+   53.95
2026-06-26,16:02:00,+   54.04
2026-06-26,16:02:05,+   54.14
2026-06-26,16:02:10,+   54.27
2026-06-26,16:02:15,+   54.39
2026-06-26,16:02:20,+   54.50
2026-06-26,16:02:25,+   54.61
2026-06-26,16:02:30,+   54.79
2026-06-26,16:02:35,+   54.98
2026-06-26,16:02:40,+   55.06
2026-06-26,16:02:45,+   55.17
2026-06-26,16:02:50,+   55.30
2026-06-26,16:02:55,+   55.39
2026-06-26,16:03:00,+   55.45
2026-06-26,16:03:05,+   55.56
2026-06-26,16:03:10,+   55.64
2026-06-26,16:03:15,+   55.76
2026-06-26,16:03:20,+   55.88
2026-06-26,16:03:25,+   55.93
2026-06-26,16:03:30,+   56.12
2026-06-26,16:03:35,+   56.18
2026-06-26,16:03:40,+   56.33
2026-06-26,16:03:45,+   56.46
2026-06-26,16:03:50,+   56.59
2026-06-26,16:03:55,+   56.67
2026-06-26,16:04:00,+   56.80
2026-06-26,16:04:05,+   56.88
2026-06-26,16:04:10,+   57.00
2026-06-26,16:04:15,+   57.17
2026-06-26,16:04:20,+   57.24
2026-06-26,16:04:25,+   57.28
2026-06-26,16:04:30,+   57.40
2026-06-26,16:04:35,+   57.55
2026-06-26,16:04:40,+   57.67
2026-06-26,16:04:45,+   57.88
2026-06-26,16:04:50,+   58.02
2026-06-26,16:04:55,+   58.13
2026-06-26,16:05:00,+   58.26
2026-06-26,16:05:05,+   58.36
2026-06-26,16:05:10,+   58.42
2026-06-26,16:05:15,+   58.55
2026-06-26,16:05:20,+   58.69
2026-06-26,16:05:25,+   58.87
2026-06-26,16:05:30,+   58.97
2026-06-26,16:05:35,+   59.05
2026-06-26,16:05:40,+   59.19
2026-06-26,16:05:45,+   59.27
2026-06-26,16:05:50,+   59.41
2026-06-26,16:05:55,+   59.60
2026-06-26,16:06:00,+   59.71
2026-06-26,16:06:05,+   59.85
2026-06-26,16:06:10,+   59.96
2026-06-26,16:06:15,+   60.07
2026-06-26,16:06:20,+   60.25
2026-06-26,16:06:25,+   60.45
2026-06-26,16:06:30,+   60.61
2026-06-26,16:06:35,+   60.69
2026-06-26,16:06:40,+   60.86
2026-06-26,16:06:45,+   61.02
2026-06-26,16:06:50,+   61.08
2026-06-26,16:06:55,+   61.20
2026-06-26,16:07:00,+   61.37
