Data,Hora,Leitura
2026-04-30,09:39:08,+    0.01
2026-04-30,09:39:13,+    0.01
2026-04-30,09:39:18,+    0.00
2026-04-30,09:39:23,+    0.00
2026-04-30,09:39:28,+    0.00
2026-04-30,09:39:33,+    0.01
2026-04-30,09:39:38,+    0.00
2026-04-30,09:39:43,+    0.00
2026-04-30,09:39:48,+    0.01
2026-04-30,09:39:53,+    0.00
2026-04-30,09:39:58,+    0.01
2026-04-30,09:40:03,+    0.00
2026-04-30,09:40:08,+    0.01
2026-04-30,09:40:13,+    0.01
2026-04-30,09:40:18,+    0.00
2026-04-30,09:40:23,-    0.02
2026-04-30,09:40:28,+    0.00
2026-04-30,09:40:33,+    0.00
2026-04-30,09:40:38,+    0.01
2026-04-30,09:40:43,+    0.01
2026-04-30,09:40:48,+    0.01
2026-04-30,09:40:53,+    0.01
2026-04-30,09:40:58,+    0.01
2026-04-30,09:41:03,+    0.01
2026-04-30,09:41:08,+    0.00
2026-04-30,09:41:13,+    0.02
2026-04-30,09:41:18,+    0.02
2026-04-30,09:41:23,+    0.02
2026-04-30,09:41:28,+    0.01
2026-04-30,09:41:33,+    0.02
2026-04-30,09:41:38,+    0.02
2026-04-30,09:41:43,+    0.02
2026-04-30,09:41:48,+    0.01
2026-04-30,09:41:53,+    0.02
2026-04-30,09:41:58,+    0.02
2026-04-30,09:42:03,+    0.03
2026-04-30,09:42:08,+    0.02
2026-04-30,09:42:13,+    0.02
2026-04-30,09:42:18,+    0.02
2026-04-30,09:42:23,+    0.02
2026-04-30,09:42:28,+    0.02
2026-04-30,09:42:33,+    0.03
2026-04-30,09:42:38,+    0.03
2026-04-30,09:42:43,+    0.03
2026-04-30,09:42:48,+    0.03
2026-04-30,09:42:53,+    0.03
2026-04-30,09:42:58,+    0.03
2026-04-30,09:43:03,+    0.02
2026-04-30,09:43:08,+    0.03
2026-04-30,09:43:13,+    0.03
2026-04-30,09:43:18,+    0.03
2026-04-30,09:43:23,+    0.03
2026-04-30,09:43:28,+    0.03
2026-04-30,09:43:33,+    0.03
2026-04-30,09:43:38,+    0.03
2026-04-30,09:43:43,+    0.03
2026-04-30,09:43:48,+    0.03
2026-04-30,09:43:53,+    0.03
2026-04-30,09:43:58,+    0.03
2026-04-30,09:44:03,+    0.03
2026-04-30,09:44:08,+    0.03
2026-04-30,09:44:13,+    0.04
2026-04-30,09:44:18,+    0.03
2026-04-30,09:44:23,+    0.03
2026-04-30,09:44:28,+    0.03
2026-04-30,09:44:33,+    0.03
2026-04-30,09:44:38,+    0.03
2026-04-30,09:44:43,+    0.04
2026-04-30,09:44:48,+    0.04
2026-04-30,09:44:53,+    0.04
2026-04-30,09:44:58,+    0.04
2026-04-30,09:45:03,+    0.04
2026-04-30,09:45:08,+    0.04
2026-04-30,09:45:13,+    0.04
2026-04-30,09:45:18,+    0.04
2026-04-30,09:45:23,+    0.05
2026-04-30,09:45:28,+    0.09
2026-04-30,09:45:33,+    0.15
2026-04-30,09:45:38,+    0.20
2026-04-30,09:45:43,+    0.25
2026-04-30,09:45:48,+    0.31
2026-04-30,09:45:53,+    0.38
2026-04-30,09:45:58,+    0.43
2026-04-30,09:46:03,+    0.49
2026-04-30,09:46:08,+    0.53
2026-04-30,09:46:13,+    0.59
2026-04-30,09:46:18,+    0.59
2026-04-30,09:46:23,+    0.61
2026-04-30,09:46:28,+    0.61
2026-04-30,09:46:33,+    0.67
2026-04-30,09:46:38,+    0.72
2026-04-30,09:46:43,+    0.80
2026-04-30,09:46:48,+    0.88
2026-04-30,09:46:53,+    0.90
2026-04-30,09:46:58,+    1.02
2026-04-30,09:47:03,+    1.09
2026-04-30,09:47:08,+    1.15
2026-04-30,09:47:13,+    1.22
2026-04-30,09:47:18,+    1.27
2026-04-30,09:47:23,+    1.32
2026-04-30,09:47:28,+    1.43
2026-04-30,09:47:33,+    1.45
2026-04-30,09:47:38,+    1.54
2026-04-30,09:47:43,+    1.58
2026-04-30,09:47:48,+    1.69
2026-04-30,09:47:53,+    1.74
2026-04-30,09:47:58,+    1.80
2026-04-30,09:48:03,+    1.80
2026-04-30,09:48:08,+    1.87
2026-04-30,09:48:13,+    1.93
2026-04-30,09:48:18,+    1.93
2026-04-30,09:48:23,+    2.00
2026-04-30,09:48:28,+    2.07
2026-04-30,09:48:33,+    2.15
2026-04-30,09:48:38,+    2.14
2026-04-30,09:48:43,+    2.21
2026-04-30,09:48:48,+    2.29
2026-04-30,09:48:53,+    2.32
2026-04-30,09:48:58,+    2.35
2026-04-30,09:49:03,+    2.37
2026-04-30,09:49:08,+    2.37
2026-04-30,09:49:13,+    2.44
2026-04-30,09:49:18,+    2.50
2026-04-30,09:49:23,+    2.59
2026-04-30,09:49:28,+    2.66
2026-04-30,09:49:33,+    2.72
2026-04-30,09:49:38,+    2.81
2026-04-30,09:49:43,+    2.87
2026-04-30,09:49:48,+    2.95
2026-04-30,09:49:53,+    2.96
2026-04-30,09:49:58,+    2.97
2026-04-30,09:50:03,+    2.99
2026-04-30,09:50:08,+    2.99
2026-04-30,09:50:13,+    3.07
2026-04-30,09:50:18,+    3.15
2026-04-30,09:50:23,+    3.15
2026-04-30,09:50:28,+    3.23
2026-04-30,09:50:33,+    3.33
2026-04-30,09:50:38,+    3.40
2026-04-30,09:50:43,+    3.45
2026-04-30,09:50:48,+    3.52
2026-04-30,09:50:53,+    3.58
2026-04-30,09:50:58,+    3.63
2026-04-30,09:51:03,+    3.69
2026-04-30,09:51:08,+    3.78
2026-04-30,09:51:13,+    3.83
2026-04-30,09:51:18,+    3.90
2026-04-30,09:51:23,+    3.90
2026-04-30,09:51:28,+    3.90
2026-04-30,09:51:33,+    3.97
2026-04-30,09:51:38,+    3.97
2026-04-30,09:51:43,+    4.03
2026-04-30,09:51:48,+    4.11
2026-04-30,09:51:53,+    4.17
2026-04-30,09:51:58,+    4.25
2026-04-30,09:52:03,+    4.30
2026-04-30,09:52:08,+    4.39
2026-04-30,09:52:13,+    4.46
2026-04-30,09:52:18,+    4.46
2026-04-30,09:52:23,+    4.53
2026-04-30,09:52:28,+    4.60
2026-04-30,09:52:33,+    4.61
2026-04-30,09:52:38,+    4.69
2026-04-30,09:52:43,+    4.83
2026-04-30,09:52:48,+    4.85
2026-04-30,09:52:53,+    4.92
2026-04-30,09:52:58,+    5.00
2026-04-30,09:53:03,+    5.07
2026-04-30,09:53:08,+    5.07
2026-04-30,09:53:13,+    5.14
2026-04-30,09:53:18,+    5.22
2026-04-30,09:53:23,+    5.27
2026-04-30,09:53:28,+    5.27
2026-04-30,09:53:33,+    5.34
2026-04-30,09:53:38,+    5.34
2026-04-30,09:53:43,+    5.37
2026-04-30,09:53:48,+    5.37
2026-04-30,09:53:53,+    5.37
2026-04-30,09:53:58,+    5.43
2026-04-30,09:54:03,+    5.50
2026-04-30,09:54:08,+    5.62
2026-04-30,09:54:13,+    5.65
2026-04-30,09:54:18,+    5.71
2026-04-30,09:54:23,+    5.76
2026-04-30,09:54:28,+    5.82
2026-04-30,09:54:33,+    5.89
2026-04-30,09:54:38,+    5.97
2026-04-30,09:54:43,+    6.02
2026-04-30,09:54:48,+    6.08
2026-04-30,09:54:53,+    6.19
2026-04-30,09:54:58,+    6.20
2026-04-30,09:55:03,+    6.29
2026-04-30,09:55:08,+    6.40
2026-04-30,09:55:13,+    6.47
2026-04-30,09:55:18,+    6.52
2026-04-30,09:55:23,+    6.58
2026-04-30,09:55:28,+    6.65
2026-04-30,09:55:33,+    6.71
2026-04-30,09:55:38,+    6.76
2026-04-30,09:55:43,+    6.83
2026-04-30,09:55:48,+    6.87
2026-04-30,09:55:53,+    6.93
2026-04-30,09:55:58,+    6.98
2026-04-30,09:56:03,+    7.03
2026-04-30,09:56:08,+    7.02
2026-04-30,09:56:13,+    7.10
2026-04-30,09:56:18,+    7.20
2026-04-30,09:56:23,+    7.20
2026-04-30,09:56:28,+    7.30
