Data,Hora,Leitura
2026-05-19,14:02:47,+    0.00
2026-05-19,14:02:52,+    0.01
2026-05-19,14:02:57,+    0.00
2026-05-19,14:03:02,+    0.00
2026-05-19,14:03:07,+    0.00
2026-05-19,14:03:12,+    0.00
2026-05-19,14:03:17,+    0.00
2026-05-19,14:03:22,+    0.00
2026-05-19,14:03:27,+    0.00
2026-05-19,14:03:32,+    0.00
2026-05-19,14:03:37,+    0.00
2026-05-19,14:03:42,+    0.00
2026-05-19,14:03:47,+    0.00
2026-05-19,14:03:52,+    0.00
2026-05-19,14:03:57,+    0.00
2026-05-19,14:04:02,+    0.00
2026-05-19,14:04:07,+    0.00
2026-05-19,14:04:12,+    0.00
2026-05-19,14:04:17,+    0.00
2026-05-19,14:04:22,+    0.00
2026-05-19,14:04:27,+    0.00
2026-05-19,14:04:32,+    0.00
2026-05-19,14:04:37,+    0.00
2026-05-19,14:04:42,+    0.00
2026-05-19,14:04:47,+    0.00
2026-05-19,14:04:52,+    0.00
2026-05-19,14:04:57,+    0.00
2026-05-19,14:05:02,+    0.00
2026-05-19,14:05:07,+    0.00
2026-05-19,14:05:12,+    0.00
2026-05-19,14:05:17,+    0.00
2026-05-19,14:05:22,+    0.00
2026-05-19,14:05:27,+    0.00
2026-05-19,14:05:32,+    0.00
2026-05-19,14:05:37,+    0.00
2026-05-19,14:05:42,+    0.00
2026-05-19,14:05:47,+    0.00
2026-05-19,14:05:52,+    0.00
2026-05-19,14:05:57,+    0.00
2026-05-19,14:06:02,+    0.00
2026-05-19,14:06:07,+    0.00
2026-05-19,14:06:12,+    0.00
2026-05-19,14:06:17,+    0.00
2026-05-19,14:06:22,+    0.00
2026-05-19,14:06:27,+    0.00
2026-05-19,14:06:32,+    0.00
2026-05-19,14:06:37,+    0.02
2026-05-19,14:06:42,+    0.05
2026-05-19,14:06:47,+    0.10
2026-05-19,14:06:52,+    0.13
2026-05-19,14:06:57,+    0.16
2026-05-19,14:07:02,+    0.16
2026-05-19,14:07:07,+    0.16
2026-05-19,14:07:12,+    0.15
2026-05-19,14:07:17,+    0.15
2026-05-19,14:07:22,+    0.17
2026-05-19,14:07:27,+    0.20
2026-05-19,14:07:32,+    0.21
2026-05-19,14:07:37,+    0.28
2026-05-19,14:07:42,+    0.31
2026-05-19,14:07:47,+    0.38
2026-05-19,14:07:52,+    0.39
2026-05-19,14:07:57,+    0.41
2026-05-19,14:08:02,+    0.42
2026-05-19,14:08:07,+    0.48
2026-05-19,14:08:12,+    0.49
2026-05-19,14:08:17,+    0.56
2026-05-19,14:08:22,+    0.57
2026-05-19,14:08:27,+    0.60
2026-05-19,14:08:32,+    0.61
2026-05-19,14:08:37,+    0.61
2026-05-19,14:08:42,+    0.61
2026-05-19,14:08:47,+    0.60
2026-05-19,14:08:52,+    0.61
2026-05-19,14:08:57,+    0.60
2026-05-19,14:09:02,+    0.61
2026-05-19,14:09:07,+    0.64
2026-05-19,14:09:12,+    0.67
2026-05-19,14:09:17,+    0.72
2026-05-19,14:09:22,+    0.74
2026-05-19,14:09:27,+    0.77
2026-05-19,14:09:32,+    0.83
2026-05-19,14:09:37,+    0.85
2026-05-19,14:09:42,+    0.89
2026-05-19,14:09:47,+    0.95
2026-05-19,14:09:52,+    0.97
2026-05-19,14:09:57,+    1.00
2026-05-19,14:10:02,+    1.03
2026-05-19,14:10:07,+    1.05
2026-05-19,14:10:12,+    1.09
2026-05-19,14:10:17,+    1.14
2026-05-19,14:10:22,+    1.15
2026-05-19,14:10:27,+    1.18
2026-05-19,14:10:32,+    1.18
2026-05-19,14:10:37,+    1.22
2026-05-19,14:10:42,+    1.27
2026-05-19,14:10:47,+    1.30
2026-05-19,14:10:52,+    1.33
2026-05-19,14:10:57,+    1.36
2026-05-19,14:11:02,+    1.39
2026-05-19,14:11:07,+    1.43
2026-05-19,14:11:12,+    1.45
2026-05-19,14:11:17,+    1.49
2026-05-19,14:11:22,+    1.52
2026-05-19,14:11:27,+    1.56
2026-05-19,14:11:32,+    1.62
2026-05-19,14:11:37,+    1.66
2026-05-19,14:11:42,+    1.69
2026-05-19,14:11:47,+    1.68
2026-05-19,14:11:52,+    1.72
2026-05-19,14:11:57,+    1.77
2026-05-19,14:12:02,+    1.81
2026-05-19,14:12:07,+    1.84
2026-05-19,14:12:12,+    1.84
2026-05-19,14:12:17,+    1.85
