Data,Hora,Leitura
2026-05-27,10:01:04,+    0.02
2026-05-27,10:01:09,+    0.00
2026-05-27,10:01:14,-    0.02
2026-05-27,10:01:19,+    0.00
2026-05-27,10:01:24,+    0.01
2026-05-27,10:01:29,+    0.01
2026-05-27,10:01:34,+    0.01
2026-05-27,10:01:39,+    0.01
2026-05-27,10:01:44,+    0.02
2026-05-27,10:01:49,+    0.02
2026-05-27,10:01:54,+    0.02
2026-05-27,10:01:59,+    0.02
2026-05-27,10:02:04,+    0.02
2026-05-27,10:02:09,+    0.02
2026-05-27,10:02:14,+    0.03
2026-05-27,10:02:19,+    0.03
2026-05-27,10:02:24,+    0.03
2026-05-27,10:02:29,+    0.03
2026-05-27,10:02:34,+    0.03
2026-05-27,10:02:39,+    0.03
2026-05-27,10:02:44,+    0.03
2026-05-27,10:02:49,+    0.04
2026-05-27,10:02:54,+    0.04
2026-05-27,10:02:59,+    0.04
2026-05-27,10:03:04,+    0.04
2026-05-27,10:03:09,+    0.04
2026-05-27,10:03:14,+    0.04
2026-05-27,10:03:19,+    0.04
2026-05-27,10:03:24,+    0.04
2026-05-27,10:03:29,+    0.04
2026-05-27,10:03:34,+    0.04
2026-05-27,10:03:39,+    0.04
2026-05-27,10:03:44,+    0.04
2026-05-27,10:03:49,+    0.05
2026-05-27,10:03:54,+    0.05
2026-05-27,10:03:59,+    0.05
2026-05-27,10:04:04,+    0.05
2026-05-27,10:04:09,+    0.05
2026-05-27,10:04:14,+    0.05
2026-05-27,10:04:19,+    0.05
2026-05-27,10:04:24,+    0.05
2026-05-27,10:04:29,+    0.05
2026-05-27,10:04:34,+    0.06
2026-05-27,10:04:39,+    0.05
2026-05-27,10:04:44,+    0.05
2026-05-27,10:04:49,+    0.05
2026-05-27,10:04:54,+    0.06
2026-05-27,10:04:59,+    0.06
2026-05-27,10:05:04,+    0.06
2026-05-27,10:05:09,+    0.06
2026-05-27,10:05:14,+    0.06
2026-05-27,10:05:19,+    0.06
2026-05-27,10:05:24,+    0.06
2026-05-27,10:05:29,+    0.06
2026-05-27,10:05:34,+    0.06
2026-05-27,10:05:39,+    0.06
2026-05-27,10:05:44,+    0.06
2026-05-27,10:05:49,+    0.06
2026-05-27,10:05:54,+    0.07
2026-05-27,10:05:59,+    0.07
2026-05-27,10:06:04,+    0.07
2026-05-27,10:06:09,+    0.07
2026-05-27,10:06:14,+    0.06
2026-05-27,10:06:19,+    0.06
2026-05-27,10:06:24,+    0.07
2026-05-27,10:06:29,+    0.07
2026-05-27,10:06:34,+    0.07
2026-05-27,10:06:39,+    0.07
2026-05-27,10:06:44,+    0.07
2026-05-27,10:06:49,+    0.07
2026-05-27,10:06:54,+    0.18
2026-05-27,10:06:59,+    0.18
2026-05-27,10:07:04,+    0.23
2026-05-27,10:07:09,+    0.23
2026-05-27,10:07:14,+    0.34
2026-05-27,10:07:19,+    0.34
2026-05-27,10:07:24,+    0.39
2026-05-27,10:07:29,+    0.40
2026-05-27,10:07:34,+    0.40
2026-05-27,10:07:39,+    0.49
2026-05-27,10:07:44,+    0.55
2026-05-27,10:07:49,+    0.55
2026-05-27,10:07:54,+    0.60
2026-05-27,10:07:59,+    0.62
2026-05-27,10:08:04,+    0.65
2026-05-27,10:08:09,+    0.66
2026-05-27,10:08:14,+    0.70
2026-05-27,10:08:19,+    0.79
2026-05-27,10:08:24,+    0.79
2026-05-27,10:08:29,+    0.92
2026-05-27,10:08:34,+    0.93
2026-05-27,10:08:39,+    0.93
2026-05-27,10:08:44,+    0.96
2026-05-27,10:08:49,+    1.03
2026-05-27,10:08:54,+    1.04
2026-05-27,10:08:59,+    1.04
2026-05-27,10:09:04,+    1.16
2026-05-27,10:09:09,+    1.20
2026-05-27,10:09:14,+    1.22
2026-05-27,10:09:19,+    1.22
2026-05-27,10:09:24,+    1.24
2026-05-27,10:09:29,+    1.30
2026-05-27,10:09:34,+    1.33
2026-05-27,10:09:39,+    1.38
2026-05-27,10:09:44,+    1.42
2026-05-27,10:09:49,+    1.45
2026-05-27,10:09:54,+    1.46
2026-05-27,10:09:59,+    1.51
2026-05-27,10:10:04,+    1.54
2026-05-27,10:10:09,+    1.57
2026-05-27,10:10:14,+    1.61
2026-05-27,10:10:19,+    1.64
2026-05-27,10:10:24,+    1.66
2026-05-27,10:10:29,+    1.71
2026-05-27,10:10:34,+    1.76
2026-05-27,10:10:39,+    1.78
2026-05-27,10:10:44,+    1.79
2026-05-27,10:10:49,+    1.78
2026-05-27,10:10:54,+    1.79
2026-05-27,10:10:59,+    1.78
2026-05-27,10:11:04,+    1.83
2026-05-27,10:11:09,+    1.86
2026-05-27,10:11:14,+    1.89
2026-05-27,10:11:19,+    1.89
2026-05-27,10:11:24,+    1.93
2026-05-27,10:11:29,+    1.97
2026-05-27,10:11:34,+    2.05
2026-05-27,10:11:39,+    2.06
2026-05-27,10:11:44,+    2.06
2026-05-27,10:11:49,+    2.07
2026-05-27,10:11:54,+    2.10
2026-05-27,10:11:59,+    2.09
2026-05-27,10:12:04,+    2.10
2026-05-27,10:12:09,+    2.15
2026-05-27,10:12:14,+    2.22
