Data,Hora,Leitura
2026-06-18,11:12:09,-    0.01
2026-06-18,11:12:14,+    0.00
2026-06-18,11:12:19,+    0.01
2026-06-18,11:12:24,+    5.41
2026-06-18,11:12:28,+   69.42
2026-06-18,11:12:33,+  141.80
2026-06-18,11:12:39,+  214.59
2026-06-18,11:12:44,+  288.09
2026-06-18,11:12:49,+  361.38
2026-06-18,11:12:54,+  432.28
2026-06-18,11:12:59,+  505.57
2026-06-18,11:13:04,+  579.25
2026-06-18,11:13:09,+  652.49
2026-06-18,11:13:13,+  723.45
2026-06-18,11:13:19,+  796.77
2026-06-18,11:13:24,+  870.47
2026-06-18,11:13:29,+  943.80
2026-06-18,11:13:34,+ 1017.36
2026-06-18,11:13:39,+ 1087.85
2026-06-18,11:13:44,+ 1161.38
2026-06-18,11:13:49,+ 1234.63
2026-06-18,11:13:54,+ 1308.22
2026-06-18,11:13:58,+ 1378.68
2026-06-18,11:14:03,+ 1452.20
2026-06-18,11:14:09,+ 1525.33
2026-06-18,11:14:14,+ 1598.85
2026-06-18,11:14:18,+ 1669.12
2026-06-18,11:14:23,+ 1742.36
2026-06-18,11:14:29,+ 1815.41
2026-06-18,11:14:34,+ 1888.55
2026-06-18,11:14:39,+ 1961.73
2026-06-18,11:14:44,+ 2027.34
2026-06-18,11:14:49,+ 2062.01
2026-06-18,11:14:54,+ 2064.06
2026-06-18,11:14:59,+ 2064.07
