Data,Hora,Leitura
2026-06-18,14:17:19,+    0.00
2026-06-18,14:17:24,-    0.03
2026-06-18,14:17:29,+   40.14
2026-06-18,14:17:34,+   95.28
2026-06-18,14:17:39,+  153.26
2026-06-18,14:17:44,+  211.69
2026-06-18,14:17:49,+  270.66
2026-06-18,14:17:54,+  327.78
2026-06-18,14:17:59,+  387.16
2026-06-18,14:18:04,+  446.81
2026-06-18,14:18:09,+  506.59
2026-06-18,14:18:14,+  566.67
2026-06-18,14:18:19,+  624.48
2026-06-18,14:18:24,+  684.50
2026-06-18,14:18:29,+  744.51
2026-06-18,14:18:34,+  804.53
2026-06-18,14:18:39,+  862.63
2026-06-18,14:18:44,+  922.67
2026-06-18,14:18:49,+  982.88
2026-06-18,14:18:54,+ 1042.83
2026-06-18,14:18:59,+ 1102.98
2026-06-18,14:19:04,+ 1160.82
2026-06-18,14:19:09,+ 1220.86
2026-06-18,14:19:14,+ 1281.00
2026-06-18,14:19:19,+ 1341.01
2026-06-18,14:19:24,+ 1399.03
2026-06-18,14:19:29,+ 1459.06
2026-06-18,14:19:34,+ 1519.03
2026-06-18,14:19:39,+ 1579.13
2026-06-18,14:19:44,+ 1636.79
2026-06-18,14:19:49,+ 1696.82
2026-06-18,14:19:54,+ 1756.69
2026-06-18,14:19:59,+ 1816.71
2026-06-18,14:20:04,+ 1876.53
2026-06-18,14:20:09,+ 1934.19
2026-06-18,14:20:14,+ 1993.91
2026-06-18,14:20:19,+ 2045.63
2026-06-18,14:20:24,+ 2067.13
2026-06-18,14:20:29,+ 2070.38
2026-06-18,14:20:34,+ 2070.42
