Data,Hora,Leitura
2026-06-18,14:09:49,+    0.11
2026-06-18,14:09:54,+    0.97
2026-06-18,14:09:59,+   48.74
2026-06-18,14:10:04,+  106.28
2026-06-18,14:10:09,+  164.23
2026-06-18,14:10:14,+  222.52
2026-06-18,14:10:19,+  279.00
2026-06-18,14:10:24,+  337.84
2026-06-18,14:10:29,+  397.07
2026-06-18,14:10:34,+  457.93
2026-06-18,14:10:39,+  514.05
2026-06-18,14:10:44,+  571.09
2026-06-18,14:10:49,+  629.10
2026-06-18,14:10:54,+  688.15
2026-06-18,14:10:59,+  745.34
2026-06-18,14:11:04,+  804.85
2026-06-18,14:11:09,+  864.44
2026-06-18,14:11:14,+  923.75
2026-06-18,14:11:19,+  983.16
2026-06-18,14:11:24,+ 1040.24
2026-06-18,14:11:29,+ 1099.75
2026-06-18,14:11:34,+ 1159.03
2026-06-18,14:11:39,+ 1218.44
2026-06-18,14:11:44,+ 1275.62
2026-06-18,14:11:49,+ 1334.72
2026-06-18,14:11:54,+ 1394.00
2026-06-18,14:11:59,+ 1453.10
2026-06-18,14:12:04,+ 1510.05
2026-06-18,14:12:09,+ 1569.25
2026-06-18,14:12:14,+ 1628.14
2026-06-18,14:12:19,+ 1686.95
2026-06-18,14:12:24,+ 1746.11
2026-06-18,14:12:29,+ 1802.79
2026-06-18,14:12:34,+ 1861.81
2026-06-18,14:12:39,+ 1920.66
2026-06-18,14:12:44,+ 1979.60
2026-06-18,14:12:49,+ 2030.54
2026-06-18,14:12:54,+ 2058.28
2026-06-18,14:12:59,+ 2058.34
