Data,Hora,Leitura
2026-05-08,14:19:42,+    0.06
2026-05-08,14:19:47,+    0.00
2026-05-08,14:19:52,+    0.02
2026-05-08,14:19:57,+    0.02
2026-05-08,14:20:02,+    0.03
2026-05-08,14:20:07,+    0.04
2026-05-08,14:20:12,+    0.04
2026-05-08,14:20:17,+    0.04
2026-05-08,14:20:22,+    0.04
2026-05-08,14:20:27,+    0.05
2026-05-08,14:20:32,+    0.05
2026-05-08,14:20:37,+   18.98
2026-05-08,14:20:42,+   93.99
2026-05-08,14:20:47,+  180.78
2026-05-08,14:20:52,+  267.67
2026-05-08,14:20:57,+  354.54
2026-05-08,14:21:02,+  438.15
2026-05-08,14:21:07,+  525.02
2026-05-08,14:21:12,+  611.86
2026-05-08,14:21:17,+  698.75
2026-05-08,14:21:22,+  782.42
2026-05-08,14:21:27,+  869.31
2026-05-08,14:21:32,+  956.20
2026-05-08,14:21:37,+ 1043.08
2026-05-08,14:21:42,+ 1126.73
2026-05-08,14:21:47,+ 1213.58
2026-05-08,14:21:52,+ 1300.43
2026-05-08,14:21:57,+ 1387.27
2026-05-08,14:22:02,+ 1474.11
2026-05-08,14:22:07,+ 1557.68
2026-05-08,14:22:12,+ 1644.52
2026-05-08,14:22:17,+ 1731.31
2026-05-08,14:22:22,+ 1818.06
2026-05-08,14:22:27,+ 1901.63
2026-05-08,14:22:32,+ 1988.36
2026-05-08,14:22:37,+ 2075.05
2026-05-08,14:22:42,+ 2156.96
2026-05-08,14:22:47,+ 2173.32
2026-05-08,14:22:52,+ 2173.90
2026-05-08,14:22:57,+ 2174.02
2026-05-08,14:23:02,+ 2174.14
2026-05-08,14:23:07,+ 2174.22
2026-05-08,14:23:12,+ 2174.30
2026-05-08,14:23:17,+ 2174.37
2026-05-08,14:23:22,+ 2174.43
2026-05-08,14:23:27,+ 2174.48
2026-05-08,14:23:32,+ 2174.52
2026-05-08,14:23:37,+ 2174.57
2026-05-08,14:23:42,+ 2174.61
2026-05-08,14:23:47,+ 2174.65
2026-05-08,14:23:52,+ 2174.70
2026-05-08,14:23:57,+ 2174.72
2026-05-08,14:24:02,+ 2174.75
2026-05-08,14:24:07,+ 2174.78
2026-05-08,14:24:12,+ 2174.80
2026-05-08,14:24:17,+ 2174.83
2026-05-08,14:24:22,+ 2174.86
2026-05-08,14:24:27,+ 2174.87
2026-05-08,14:24:32,+ 2174.88
