Data,Hora,Leitura
2026-05-21,12:50:57,+   16.22
2026-05-21,12:51:02,+   16.37
2026-05-21,12:51:07,+   16.40
2026-05-21,12:51:12,+   16.49
2026-05-21,12:51:17,+   16.61
2026-05-21,12:51:22,+   16.67
2026-05-21,12:51:27,+   16.74
2026-05-21,12:51:32,+   16.84
2026-05-21,12:51:37,+   16.92
2026-05-21,12:51:42,+   17.00
2026-05-21,12:51:47,+   17.12
2026-05-21,12:51:52,+   17.22
2026-05-21,12:51:57,+   17.30
2026-05-21,12:52:02,+   17.36
2026-05-21,12:52:07,+   17.47
2026-05-21,12:52:12,+   17.54
2026-05-21,12:52:17,+   17.67
2026-05-21,12:52:22,+   17.73
2026-05-21,12:52:27,+   17.86
2026-05-21,12:52:32,+   17.93
2026-05-21,12:52:37,+   17.99
2026-05-21,12:52:42,+   18.11
2026-05-21,12:52:47,+   18.19
2026-05-21,12:52:52,+   18.29
2026-05-21,12:52:57,+   18.40
2026-05-21,12:53:02,+   18.47
2026-05-21,12:53:07,+   18.59
2026-05-21,12:53:12,+   18.66
2026-05-21,12:53:17,+   18.73
2026-05-21,12:53:22,+   18.87
2026-05-21,12:53:27,+   18.93
2026-05-21,12:53:32,+   18.99
2026-05-21,12:53:37,+   19.13
2026-05-21,12:53:42,+   19.19
2026-05-21,12:53:47,+   19.27
2026-05-21,12:53:52,+   19.41
2026-05-21,12:53:57,+   19.47
2026-05-21,12:54:02,+   19.60
2026-05-21,12:54:07,+   19.66
2026-05-21,12:54:12,+   19.78
2026-05-21,12:54:17,+   19.85
2026-05-21,12:54:22,+   19.97
2026-05-21,12:54:27,+   20.09
2026-05-21,12:54:32,+   20.17
2026-05-21,12:54:37,+   20.28
2026-05-21,12:54:42,+   20.35
2026-05-21,12:54:47,+   20.47
2026-05-21,12:54:52,+   20.55
2026-05-21,12:54:57,+   20.63
2026-05-21,12:55:02,+   20.72
2026-05-21,12:55:07,+   20.84
2026-05-21,12:55:12,+   20.98
2026-05-21,12:55:17,+   21.01
2026-05-21,12:55:22,+   21.10
2026-05-21,12:55:27,+   21.20
2026-05-21,12:55:32,+   21.31
2026-05-21,12:55:37,+   21.44
2026-05-21,12:55:42,+   21.50
2026-05-21,12:55:47,+   21.58
2026-05-21,12:55:52,+   21.69
2026-05-21,12:55:57,+   21.76
2026-05-21,12:56:02,+   21.89
2026-05-21,12:56:07,+   21.95
2026-05-21,12:56:12,+   22.04
2026-05-21,12:56:17,+   22.10
2026-05-21,12:56:22,+   22.18
2026-05-21,12:56:27,+   22.33
2026-05-21,12:56:32,+   22.40
2026-05-21,12:56:37,+   22.52
2026-05-21,12:56:42,+   22.61
2026-05-21,12:56:47,+   22.73
2026-05-21,12:56:52,+   22.78
2026-05-21,12:56:57,+   22.91
2026-05-21,12:57:02,+   23.03
2026-05-21,12:57:07,+   23.14
2026-05-21,12:57:12,+   23.21
2026-05-21,12:57:17,+   23.31
2026-05-21,12:57:22,+   23.38
2026-05-21,12:57:27,+   23.48
2026-05-21,12:57:32,+   23.56
2026-05-21,12:57:37,+   23.67
2026-05-21,12:57:42,+   23.73
2026-05-21,12:57:47,+   23.86
2026-05-21,12:57:52,+   23.92
2026-05-21,12:57:57,+   24.03
2026-05-21,12:58:02,+   24.10
2026-05-21,12:58:06,+   24.22
2026-05-21,12:58:12,+   24.32
2026-05-21,12:58:17,+   24.45
2026-05-21,12:58:22,+   24.51
2026-05-21,12:58:27,+   24.63
2026-05-21,12:58:32,+   24.67
2026-05-21,12:58:37,+   24.73
2026-05-21,12:58:42,+   24.85
2026-05-21,12:58:47,+   24.96
2026-05-21,12:58:52,+   25.03
2026-05-21,12:58:57,+   25.15
2026-05-21,12:59:02,+   25.30
2026-05-21,12:59:07,+   25.36
2026-05-21,12:59:12,+   25.43
2026-05-21,12:59:17,+   25.55
2026-05-21,12:59:22,+   25.69
2026-05-21,12:59:27,+   25.75
2026-05-21,12:59:32,+   25.83
2026-05-21,12:59:37,+   25.93
2026-05-21,12:59:42,+   26.07
2026-05-21,12:59:47,+   26.18
2026-05-21,12:59:52,+   26.24
2026-05-21,12:59:57,+   26.35
2026-05-21,13:00:02,+   26.46
2026-05-21,13:00:07,+   26.55
2026-05-21,13:00:12,+   26.63
